Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2012-05-30,Prometheus,6.541,130000000,403354469,"Science Fiction, Adventure, Mystery","android, alien, space, creature, spin off, creation, emergency surgery, stasis, archeological dig, god complex, cave drawing, prometheus, genetic mutation, origins of life, 2090s",Ridley Scott,"Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba, Guy Pearce","Dune Entertainment, Scott Free Productions, 20th Century Fox, Brandywine Productions"
2012-05-30,Snow White and the Huntsman,6.0,170000000,396600000,"Adventure, Fantasy, Drama","magic, immortality, fairy tale, queen, imprisonment, forest, deception, eternal youth, evil queen, evil stepmother, based on fairy tale, sorceress, live action remake",Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin, Ian McShane","Universal Pictures, Roth Films"
2012-09-27,Taken 2,6.338,45000000,376141306,"Action, Crime, Thriller","kidnapping, fbi, turkey, police chase, teenage daughter, stealing a car, ex-husband ex-wife relationship, albanian, u.s. embassy",Olivier Megaton,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser, D.B. Sweeney","EuropaCorp, Grive Productions, M6 Films, CinÃ©+, 20th Century Fox, Canal+, Dune Entertainment, Taken 2, Fox International Productions"
2012-09-20,Hotel Transylvania,6.954,85000000,358375603,"Animation, Comedy, Family, Fantasy","hotel, witch, vampire, romance, love, zombie, invisible person, duringcreditsstinger, nosferatu, protective father, magical creature, father daughter relationship",Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher","Columbia Pictures, Sony Pictures Animation"
2013-11-20,Frozen,7.245,150000000,1274219009,"Animation, Family, Adventure, Fantasy","princess, magic, mistake in person, queen, cartoon, musical, betrayal, snowman, reindeer, curse, snow, troll, based on children's book, mountain climbing, evil prince, based on fairy tale, aftercreditsstinger, frozen, woman director, sister sister relationship, magic land","Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana","Walt Disney Pictures, Walt Disney Animation Studios"
2013-04-18,Iron Man 3,6.927,200000000,1215577205,"Action, Adventure, Science Fiction","california, war on terror, superhero, malibu, based on comic, tennessee, billionaire, aftercreditsstinger, marvel cinematic universe (mcu), christmas, america",Shane Black,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Ben Kingsley",Marvel Studios
2013-06-26,Despicable Me 2,6.919,76000000,970761885,"Animation, Comedy, Family","parent child relationship, adoptive father, secret agent, bakery, sequel, falling in love, family, single father, audition, female agent, duringcreditsstinger, first date, supervillain, despicable, masked supervillain, minions","Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove, Russell Brand","Illumination, Universal Pictures"
2013-12-11,The Hobbit: The Desolation of Smaug,7.571,250000000,958400000,"Fantasy, Adventure, Action","based on novel or book, orcs, elves, dwarf, giant spider, forest, bear, dragon, turns into animal, wizard, sword and sorcery",Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Ken Stott, James Nesbitt","Warner Bros. Pictures, WingNut Films, New Line Cinema, Metro-Goldwyn-Mayer"
2013-11-15,The Hunger Games: Catching Fire,7.424,130000000,865011746,"Adventure, Action, Science Fiction","rebellion, based on novel or book, propaganda, dystopia, games, uprising, sequel, president, survival, murder, conspiracy, female protagonist, tournament, based on young adult novel",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks","Lionsgate, Color Force"
2013-05-21,Fast & Furious 6,6.817,160000000,788680968,"Action, Thriller, Crime","car race, sequel, street race, car theft",Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster, Michelle Rodriguez","Universal Pictures, Relativity Media, Original Film, One Race, Fuji Television Network, F & F VI Productions A.I.E, dentsu"
2013-06-19,Monsters University,7.032,200000000,743559607,"Animation, Family","friendship, monster, door, games, training camp, dormitory, feud, bully, prequel, best friend, university, fraternity, aftercreditsstinger, college student, personification",Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn","Pixar, Walt Disney Pictures"
2013-10-03,Gravity,7.162,105000000,723192705,"Science Fiction, Thriller, Drama","space mission, loss, space, astronaut, space station, trapped in space",Alfonso CuarÃ³n,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma","Esperanto Filmoj, Warner Bros. Pictures, Heyday Films"
2013-06-12,Man of Steel,6.6,225000000,668045518,"Action, Adventure, Science Fiction","saving the world, flying, hope, superhero, based on comic, alien planet, superhuman, alien invasion, super power, mysterious force, reboot, save the day, dc extended universe (dceu), save the planet, origin story, alien spaceship",Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane, Russell Crowe","DC Entertainment, Syncopy, Peters Entertainment, Warner Bros. Pictures"
2013-10-30,Thor: The Dark World,6.534,170000000,644783140,"Action, Adventure, Fantasy","superhero, based on comic, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mythological place",Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Christopher Eccleston",Marvel Studios
2013-03-15,The Croods,6.915,135000000,587204668,"Animation, Adventure, Family, Fantasy, Comedy, Action","daughter, parent child relationship, stone age, father, prehistory, ancient world, family, cavemen, aftercreditsstinger, duringcreditsstinger, pets","Chris Sanders, Kirk DeMicco","Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman",DreamWorks Animation
2013-06-20,World War Z,6.81,200000000,531865000,"Action, Drama, Horror, Science Fiction, Thriller","philadelphia, pennsylvania, new jersey, based on novel or book, dystopia, jerusalem, israel, apocalypse, zombie, epidemic, nuclear weapons, multiple perspectives, zombie apocalypse, virus",Marc Forster,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale, Ludi Boeken","GK Films, Paramount, Hemisphere Media Capital, 2DUXÂ², Apparatus Productions, Latina Pictures, Skydance, Plan B Entertainment"
2013-03-07,Oz the Great and Powerful,5.905,200000000,491868548,"Fantasy, Adventure, Family","witch, magic, circus, hope, illusion, magic trick, wizard, based on young adult novel",Sam Raimi,"James Franco, Mila Kunis, Rachel Weisz, Michelle Williams, Zach Braff","Roth Films, Walt Disney Pictures"
2013-05-05,Star Trek Into Darkness,7.329,190000000,467365246,"Action, Adventure, Science Fiction","spacecraft, friendship, sequel, alien, futuristic, space, mysterious force, space opera, terrorist bombing, new beginning",J.J. Abrams,"Chris Pine, Zachary Quinto, Benedict Cumberbatch, Zoe SaldaÃ±a, Simon Pegg","Bad Robot, Paramount, Skydance"
2013-07-23,The Wolverine,6.4,120000000,415440673,"Action, Science Fiction, Adventure, Fantasy","japan, samurai, world war i, superhero, mutant, based on comic, superhuman, duringcreditsstinger",James Mangold,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hal Yamanouchi, Hiroyuki Sanada","The Donners' Company, 20th Century Fox"
2013-07-11,Pacific Rim,6.882,180000000,411002906,"Action, Science Fiction, Adventure","monster, dystopia, giant monster, pacific, alaska, giant robot, apocalypse, hong kong, robot, alien invasion, kaiju, duringcreditsstinger, monster movie",Guillermo del Toro,"Charlie Hunnam, Rinko Kikuchi, Idris Elba, Max Martini, Clifton Collins Jr.","Double Dare You Productions, Legendary Pictures"
2013-12-25,The Wolf of Wall Street,8.035,100000000,392000000,"Crime, Drama, Comedy","corruption, drug addiction, anti hero, con man, fraud, wall street, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, stripping, hedonism, decadence, corrupt, 1980s, sharemarket fraud, financial market, black monday",Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler","Red Granite Pictures, Appian Way, Sikelia Productions, EMJAG Productions, Paramount"
2013-03-27,G.I. Joe: Retaliation,5.615,130000000,371876278,"Science Fiction, Adventure, Action, Thriller","rescue, assassin, technology, missile, warhead, president, conspiracy, explosion, battle, surveillance, cobra",Jon M. Chu,"Dwayne Johnson, Bruce Willis, Jonathan Pryce, Adrianne Palicki, Ray Park","Paramount, Hasbro, di Bonaventura Pictures, Saints LA, Metro-Goldwyn-Mayer, Skydance"
2013-05-23,The Hangover Part III,6.211,103000000,362000072,Comedy,las vegas,Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Ken Jeong","Green Hat Films, Legendary Pictures, BenderSpink"
2013-05-29,Now You See Me,7.343,75000000,351723989,"Thriller, Crime","new york city, paris, france, escape, magic, bank, fbi, vault, new orleans, louisiana, investigation, heist, money, conspiracy, las vegas, magician",Louis Leterrier,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher, Dave Franco","Summit Entertainment, K/O Paper Products, SOIXAN7E QUIN5E, See Me Louisiana"
2014-06-25,Transformers: Age of Extinction,5.926,210000000,1104054072,"Science Fiction, Action, Adventure","music video, sequel, alien, based on toy, giant robot, robot",Michael Bay,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz Beckham, Jack Reynor","di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions, Paramount"
2014-12-10,The Hobbit: The Battle of the Five Armies,7.311,250000000,956019788,"Action, Adventure, Fantasy","corruption, based on novel or book, orcs, elves, dwarf, dragon, battle, unlikely friendship, epic battle, sword and sorcery",Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Luke Evans, Orlando Bloom","Warner Bros. Pictures, WingNut Films, New Line Cinema, 3Foot7, Metro-Goldwyn-Mayer"
2014-07-30,Guardians of the Galaxy,7.9,170000000,772776600,"Action, Science Fiction, Adventure","spacecraft, based on comic, space, orphan, adventurer, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",James Gunn,"Chris Pratt, Zoe SaldaÃ±a, Dave Bautista, Vin Diesel, Bradley Cooper",Marvel Studios
2014-05-28,Maleficent,7.091,180000000,758539785,"Fantasy, Adventure, Action, Family, Romance","magic, fairy tale, fairy, prince, villain, enchantment, betrayal, curse, kindness, protector, childhood friends, good becoming evil, raven, dark fantasy, based on fairy tale, retelling, literary adaptation, true love, wings, sleeping spell, dark forest, live action remake, cursed princess, fairies",Robert Stromberg,"Angelina Jolie, Elle Fanning, Imelda Staunton, Sharlto Copley, Lesley Manville","Walt Disney Pictures, Roth Films"
2014-11-19,The Hunger Games: Mockingjay - Part 1,6.803,125000000,755356711,"Science Fiction, Adventure, Thriller","based on novel or book, resistance, dystopia, post-apocalyptic future, sequel, female protagonist, bow and arrow, game, future war, revolt, class prejudice, human subjugation, based on young adult novel",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks","Lionsgate, Color Force"
2014-05-15,X-Men: Days of Future Past,7.5,250000000,747862775,"Action, Adventure, Science Fiction","1970s, mutant, time travel, based on comic, superhuman, storm, political intrigueÂ , extinction, beast, claws, aftercreditsstinger, changing the past or future",Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Patrick Stewart, Ian McKellen","Bad Hat Harry Productions, The Donners' Company, Simon Kinberg Productions, 20th Century Fox"
2014-03-20,Captain America: The Winter Soldier,7.67,170000000,714766572,"Action, Adventure, Science Fiction","future, washington dc, usa, superhero, shield, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), political thriller","Anthony Russo, Joe Russo","Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders",Marvel Studios
2014-06-26,Dawn of the Planet of the Apes,7.31,170000000,710644566,"Science Fiction, Action, Drama, Thriller","dystopia, post-apocalyptic future, animal attack, leader, colony, forest, sequel, woods, ape, scientist, monkey, medical research, plague, 2030s",Matt Reeves,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell","TSG Entertainment, Chernin Entertainment, Ingenious Media"
2014-04-16,The Amazing Spider-Man 2,6.502,200000000,708962323,"Action, Adventure, Fantasy","experiment, obsession, superhero, based on comic, sequel, electrocution, super power",Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Colm Feore","Marvel Entertainment, Columbia Pictures, Matt Tolmach Productions, Arad Productions"
2014-11-05,Interstellar,8.421,165000000,701729206,"Adventure, Drama, Science Fiction","rescue, future, spacecraft, race against time, artificial intelligence (a.i.), nasa, time warp, dystopia, expedition, space travel, wormhole, famine, black hole, quantum mechanics, family relationships, space, robot, astronaut, scientist, single father, farmer, space station, space adventure, time paradox, time-manipulation, father daughter relationship, 2060s, cornfield, time manipulation",Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain, Michael Caine, Bill Irwin","Legendary Pictures, Syncopy, Lynda Obst Productions"
2014-10-24,Big Hero 6,7.735,165000000,657827828,"Adventure, Family, Animation, Action, Comedy","friendship, martial arts, hero, sibling relationship, san francisco, california, superhero, talent, cartoon, based on comic, revenge, tokyo, japan, best friend, another dimension, robot, east asian lead, boy genius, aftercreditsstinger, moral dilemma, teen superhero, dead brother","Chris Williams, Don Hall","Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung","Walt Disney Pictures, Walt Disney Animation Studios"
2014-06-05,How to Train Your Dragon 2,7.67,145000000,621537519,"Fantasy, Action, Adventure, Animation, Comedy, Family","rescue, husband wife relationship, sacrifice, parent child relationship, loss of loved one, viking, death of father, sequel, dragon, death of husband, warrior, mother son relationship",Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera",DreamWorks Animation
2014-12-25,American Sniper,7.429,58800000,542300000,"War, Action","sniper, based on novel or book, biography, iraq, u.s. navy seal, iraq war, u.s. soldier, u.s. marine, 9/11, pack, guns",Clint Eastwood,"Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis, Ben Reed","RatPac Entertainment, Village Roadshow Pictures, 22 & Indiana Pictures, Malpaso Productions, Warner Bros. Pictures, Mad Chance"
2014-05-14,Godzilla,6.295,160000000,529100000,"Action, Drama, Science Fiction","japan, monster, san francisco, california, hawaii, giant monster, tsunami, remake, prehistoric creature, golden gate bridge, dinosaur, kaiju, honolulu, hawaii, disaster movie, global threat, animal horror, godzilla, monsterverse",Gareth Edwards,"Aaron Taylor-Johnson, Elizabeth Olsen, Juliette Binoche, Bryan Cranston, Ken Watanabe",Legendary Pictures
2014-03-19,Rio 2,6.502,103000000,500188435,"Animation, Adventure, Comedy, Family","amazon rainforest, sequel, travel, jungle, audition, parrots, personification",Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, Will.i.am, Jamie Foxx, Leslie Mann","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox"
2014-08-07,Teenage Mutant Ninja Turtles,5.904,125000000,485004754,"Science Fiction, Action, Adventure, Comedy","new york city, van, martial arts, hero, experiment, mutation, superhero, turtle, based on comic, ninja, vigilante, terrorism, sewer, reboot, teenage mutant ninja turtles",Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Danny Woodburn, Abby Elliott","Nickelodeon Movies, Paramount, Platinum Dunes, Mirage Studios"
2014-02-06,The Lego Movie,7.42,60000000,469160692,"Animation, Family, Adventure, Comedy, Fantasy","friendship, parent child relationship, prophecy, superhero, based on comic, part live action, based on toy, falling in love, super power, good cop bad cop, duringcreditsstinger, live action and animation, lego, father son relationship, evil tyrant","Phil Lord, Christopher Miller","Chris Pratt, Elizabeth Banks, Will Ferrell, Morgan Freeman, Will Arnett","Village Roadshow Pictures, RatPac Entertainment, LEGO, Lin Pictures, Vertigo Entertainment, Warner Bros. Pictures Animation, Animal Logic"
2014-07-25,Lucy,6.442,40000000,458863600,"Action, Science Fiction","artificial intelligence (a.i.), telepathy, intelligence, drug mule, telekinesis, futuristic, drugs, super power, tough girl, surgery, brain capacity, synthetic drug, human brain",Luc Besson,"Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked, Julian Rhind-Tutt","EuropaCorp, Canal+, CinÃ©+, TF1 Films Production"
2014-12-13,Kingsman: The Secret Service,7.635,81000000,414351546,"Crime, Comedy, Action, Adventure","great britain, spy, secret organization, secret agent, based on comic, united kingdom, duringcreditsstinger",Matthew Vaughn,"Taron Egerton, Colin Firth, Samuel L. Jackson, Mark Strong, Sophie Cookson","20th Century Fox, Marv, Cloudy Productions, TSG Entertainment"
2014-11-22,Penguins of Madagascar,6.523,132000000,373552094,"Family, Animation, Adventure, Comedy","rescue, wolf, spy, zoo, penguin, cartoon, madagascar, anthropomorphism, revenge, spin off, animal, talking animal","Eric Darnell, Simon J. Smith","Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, John Malkovich","DreamWorks Animation, Pacific Data Images"
2015-12-15,Star Wars: The Force Awakens,7.289,245000000,2068223624,"Adventure, Action, Science Fiction","android, spacecraft, space opera",J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley","Lucasfilm Ltd., Bad Robot"
2015-06-06,Jurassic World,6.7,150000000,1671537444,"Action, Adventure, Science Fiction, Thriller","island, primal fear, escape, velociraptor, dna, tyrannosaurus rex, animal attack, sequel, dinosaur, creature, park, amusement park, theme park, genetic engineering, raptor, animal horror, mosasaurus",Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Nick Robinson, Vincent D'Onofrio","Amblin Entertainment, Universal Pictures"
2015-04-01,Furious 7,7.236,190000000,1515341399,"Action, Thriller, Crime","car race, speed, street race, revenge, race, muscle car",James Wan,"Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez, Jordana Brewster","Original Film, One Race, Universal Pictures"
2015-04-22,Avengers: Age of Ultron,7.3,365000000,1405403694,"Action, Adventure, Science Fiction","artificial intelligence (a.i.), superhero, based on comic, sequel, superhero team, duringcreditsstinger, marvel cinematic universe (mcu), fictitious country, evil robot",Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson",Marvel Studios
2015-06-17,Minions,6.398,74000000,1156730962,"Family, Animation, Adventure, Comedy","assistant, aftercreditsstinger, duringcreditsstinger, evil mastermind, minions","Kyle Balda, Pierre Coffin","Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney, Steve Coogan","Illumination, Universal Pictures"
2015-10-26,Spectre,6.536,245000000,880674609,"Action, Adventure, Thriller","based on novel or book, spy, secret agent, sequel, mi6, british secret service, united kingdom",Sam Mendes,"Daniel Craig, Christoph Waltz, LÃ©a Seydoux, Ralph Fiennes, Monica Bellucci","B24, Danjaq, EON Productions, Columbia Pictures, Metro-Goldwyn-Mayer"
2015-06-09,Inside Out,7.9,175000000,857611174,"Animation, Family, Adventure, Drama, Comedy","dream, san francisco, california, minnesota, sadness, cartoon, ice hockey, imaginary friend, elementary school, family relationships, memory, family, unicorn, running away, duringcreditsstinger, emotions",Pete Docter,"Amy Poehler, Phyllis Smith, Bill Hader, Kaitlyn Dias, Richard Kind","Pixar, Walt Disney Pictures"
2015-07-23,Mission: Impossible - Rogue Nation,7.195,150000000,682716636,"Action, Adventure","mission, london, england, spy, morocco, villain, austria, europe, sequel, conspiracy, vienna, austria, vienna opera",Christopher McQuarrie,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson, Ving Rhames","Paramount, Bad Robot, Odin, Skydance"
2015-11-18,The Hunger Games: Mockingjay - Part 2,6.891,160000000,653428261,"Action, Adventure, Science Fiction","strong woman, based on novel or book, revolution, dystopia, death match, based on young adult novel",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks","Lionsgate, Color Force, Studio Babelsberg"
2015-09-30,The Martian,7.682,108000000,630600000,"Drama, Adventure, Science Fiction","spacecraft, planet mars, based on novel or book, nasa, isolation, botanist, alone, survival, space, engineering, stranded, astronaut, struggle for survival, duringcreditsstinger, deep space, potatoes, 2030s",Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael PeÃ±a","Scott Free Productions, Genre Films"
2015-02-11,Fifty Shades of Grey,5.883,40000000,571006128,"Drama, Romance, Thriller","bad smell, based on novel or book, eroticism, perversion, spanking, billionaire, rich, bdsm, woman director",Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk","Focus Features, Michael De Luca Productions, Trigger Street Productions"
2015-03-06,Cinderella,6.805,95000000,543514353,"Romance, Fantasy, Family, Drama","magic, kingdom, fairy tale, prince, royalty, orphan, lost shoe, evil stepmother, based on fairy tale, retelling, live action and animation, live action remake",Kenneth Branagh,"Lily James, Cate Blanchett, Richard Madden, Stellan SkarsgÃ¥rd, Holliday Grainger","Walt Disney Pictures, Genre Films, Beagle Pug Films, Allison Shearmur Productions"
2015-12-25,The Revenant,7.528,135000000,532950503,"Western, Drama, Adventure","rape, based on novel or book, parent child relationship, winter, child murder, mountain, grizzly bear, wilderness, gore, native american, forest, based on true story, liar, fur trapping, frontier, remake, revenge, survival, murder, bear, snow, scalping, nature, wild west, bear attack, indian attack, dead horse, starvation, 19th century, wolves",Alejandro GonzÃ¡lez IÃ±Ã¡rritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck","Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment"
2015-07-14,Ant-Man,7.081,130000000,519311965,"Science Fiction, Action, Adventure","superhero, ant, shrinking, based on comic, heist, miniaturization, miniature people, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",Peyton Reed,"Paul Rudd, Michael Douglas, Evangeline Lilly, Bobby Cannavale, Corey Stoll",Marvel Studios
2015-05-27,San Andreas,6.231,110000000,473990832,"Action, Drama, Thriller","california, earthquake, disaster, tidal wave, catastrophe, disaster movie, san andreas, california, helicopter crash, rescue operation",Brad Peyton,"Dwayne Johnson, Alexandra Daddario, Carla Gugino, Ioan Gruffudd, Archie Panjabi","New Line Cinema, Village Roadshow Pictures, Flynn Picture Company, Warner Bros. Pictures"
2015-09-21,Hotel Transylvania 2,6.783,80000000,473200000,"Animation, Comedy, Family, Fantasy","hotel, witch, skeleton, magic, transylvania, technology, marriage, mummy, only child, backpacker, wolfman, zombie, moving out, invisible person, new life, dracula",Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Steve Buscemi","Columbia Pictures, Sony Pictures Animation"
2015-06-23,Terminator Genisys,5.926,155000000,440603537,"Science Fiction, Action, Thriller, Adventure","future, artificial intelligence (a.i.), saving the world, cyborg, killer robot, dystopia, time travel, sequel, robot, duringcreditsstinger, terminator",Alan Taylor,"Arnold Schwarzenegger, Emilia Clarke, Jason Clarke, Jai Courtney, Matt Smith","Skydance, Paramount"
2015-07-16,Monster Hunt,6.5,0,387053506,"Comedy, Fantasy, Adventure","monster, favorito",Raman Hui,"Bai Baihe, Jing Boran, Jiang Wu, Elaine Jin, Wallace Chung",Edko Films
2015-05-13,Mad Max: Fury Road,7.585,150000000,378858340,"Action, Adventure, Science Fiction","rescue, future, australia, chase, dystopia, post-apocalyptic future, survival, on the run, on the road, convoy, peak oil, dark future",George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Riley Keough","Warner Bros. Pictures, Village Roadshow Pictures, RatPac Entertainment, Kennedy Miller Mitchell"
2015-03-18,Home,6.789,135000000,368871007,"Fantasy, Comedy, Animation, Science Fiction, Family","spacecraft, alien, space, alien invasion, alien friendship, awful leader, taking resposibility",Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones","DreamWorks Animation, 20th Century Fox"
2016-04-27,Captain America: Civil War,7.4,250000000,1155046416,"Adventure, Action, Science Fiction","civil war, superhero, based on comic, sequel, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), united states","Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Chadwick Boseman",Marvel Studios
2016-12-14,Rogue One: A Star Wars Story,7.49,200000000,1056057273,"Action, Adventure, Science Fiction","rebellion, spacecraft, rebel, space battle, space travel, prequel, female protagonist, space western, suicide mission, robot, spin off, space opera, alien language, against the odds, blind man",Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen",Lucasfilm Ltd.
2016-06-16,Finding Dory,7.043,200000000,1028570889,"Adventure, Animation, Comedy, Family","fish, amnesia, octopus, sequel, anthropomorphism, underwater, aftercreditsstinger, clownfish",Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Ed O'Neill, Hayden Rolence, Diane Keaton","Pixar, Walt Disney Pictures"
2016-02-11,Zootopia,7.747,150000000,1023784195,"Animation, Adventure, Family, Comedy","sheep, allegory, lion, hippopotamus, cartoon, bullying, polar bear, con artist, anthropomorphism, revenge, conspiracy, urban, female protagonist, rookie cop, missing person, racial prejudice, injustice, reconciliation, buddy cop, stereotype, cartoon rabbit, discrimination, cartoon bear, cartoon animal, cartoon fox, cartoon elephant","Byron Howard, Rich Moore","Jason Bateman, Ginnifer Goodwin, Idris Elba, Jenny Slate, Nate Torrence","Walt Disney Animation Studios, Walt Disney Pictures"
2016-04-07,The Jungle Book,6.861,175000000,966550600,"Family, Adventure, Drama, Fantasy","based on novel or book, snake, elephant, wolf, tiger, feral child, anthropomorphism, remake, jungle, bear, orphan, ape, monkey, animal, talking to animals, live action and animation, live action remake",Jon Favreau,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba, Scarlett Johansson","Walt Disney Pictures, Fairview Entertainment, Moving Picture Company"
2016-06-18,The Secret Life of Pets,6.269,75000000,875457937,"Adventure, Comedy, Animation, Family","bunny, pet, anthropomorphism, dog, animal, apartment building, sewer, terrier, manhattan, new york city, rodent, pets, mongrel",Chris Renaud,"Louis C.K., Eric Stonestreet, Kevin Hart, Jenny Slate, Ellie Kemper","Illumination, Universal Pictures"
2016-03-23,Batman v Superman: Dawn of Justice,6.0,250000000,873637528,"Action, Adventure, Fantasy","superhero, based on comic, revenge, vigilante, leading man, super power, dc extended universe (dceu), man vs man, leading men, hero vs hero",Zack Snyder,"Ben Affleck, Henry Cavill, Jesse Eisenberg, Gal Gadot, Amy Adams","Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, DC Entertainment, Cruel & Unusual Films"
2016-11-16,Fantastic Beasts and Where to Find Them,7.332,180000000,809342332,"Fantasy, Adventure, Family","witch, new york city, robbery, escape, teleportation, magic, suitcase, mistake, spin off, subway station, central park, wizard, goblin, magical creature, 1920s",David Yates,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell","Heyday Films, Warner Bros. Pictures"
2016-02-09,Deadpool,7.607,58000000,783100000,"Action, Adventure, Comedy","superhero, anti hero, mercenary, based on comic, aftercreditsstinger, duringcreditsstinger",Tim Miller,"Ryan Reynolds, Morena Baccarin, Ed Skrein, T.J. Miller, Gina Carano","20th Century Fox, The Donners' Company, Genre Films"
2016-08-03,Suicide Squad,5.91,175000000,746846894,"Action, Adventure, Fantasy","secret mission, superhero, anti hero, villain, supervillain, dc extended universe (dceu)",David Ayer,"Will Smith, Jared Leto, Margot Robbie, Joel Kinnaman, Viola Davis","DC Entertainment, Dune Entertainment, Warner Bros. Pictures, Atlas Entertainment, DC Comics, DC Films, Lin Pictures"
